cid,cmpdname,canonicalsmiles,sensitizer
88987,Tetraethyl pyrophosphite,CCOP(OCC)OP(OCC)OCC,0
577661,2-Amino-N-cyclohexylbenzamide,C1CCC(CC1)NC(=O)C2=CC=CC=C2N,0
117858797,1-(2-Fluoroethyl)piperidin-3-amine dihydrochloride,C1CC(CN(C1)CCF)N.Cl.Cl,0
145867471,methyl N-(3-aminopropyl)carbamate hydrochloride,COC(=O)NCCCN.Cl,0
160554,manganese(III) acetate dihydrate,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Mn+3],0
43810308,2-(4-Bromo-2-fluorophenyl)cyclopropane-1-carboxylic acid,C1C(C1C(=O)O)C2=C(C=C(C=C2)Br)F,0
2682,Cetyl Alcohol,CCCCCCCCCCCCCCCCO,0
11263766,2-(4-hydroxy-1H-indol-3-yl)acetonitrile,C1=CC2=C(C(=C1)O)C(=CN2)CC#N,0
5732001,4-benzoyl-3-hydroxy-5-(5-methylfuran-2-yl)-1-(3-morpholinopropyl)-1H-pyrrol-2(5H)-one,CC1=CC=C(O1)C2C(=C(C3=CC=CC=C3)O)C(=O)C(=O)N2CCCN4CCOCC4,0
3723812,4-(Methoxymethyl)phenylboronic acid,B(C1=CC=C(C=C1)COC)(O)O,0
11160728,"5-Bromo-2,4-difluorobenzoic acid",C1=C(C(=CC(=C1Br)F)F)C(=O)O,0
53217152,"2-(3,4-Dihydro-2H-pyran-5-YL)-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",B1(OC(C(O1)(C)C)(C)C)C2=COCCC2,0
8827,Dimethylolurea,C(NC(=O)NCO)O,0
17888,Diacetone acrylamide,CC(=O)CC(C)(C)NC(=O)C=C,0
138040231,(3-Cyclopropylcyclobutyl)methanesulfonyl chloride,C1CC1C2CC(C2)CS(=O)(=O)Cl,0
3151337,"2-Imino-N-(3-methoxypropyl)-10-methyl-5-oxo-1-(pyridin-3-ylmethyl)-2,5-dihydro-1H-dipyrido[1,2-a:2',3'-d]pyrimidine-3-carboxamide",CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=N)N3CC4=CN=CC=C4)C(=O)NCCCOC,0
155943343,8-Bromoisoquinolin-7-olhydrobromide,C1=CC(=C(C2=C1C=CN=C2)Br)O.Br,0
50998857,Methyl (6-chloro-4-(trifluoromethyl)pyridin-2-ylsulfanyl)acetate,COC(=O)CSC1=NC(=CC(=C1)C(F)(F)F)Cl,0
2737098,1-Nonylpiperazine,CCCCCCCCCN1CCNCC1,0
18510459,4-(4-Chlorophenoxy)benzenethiol,C1=CC(=CC=C1OC2=CC=C(C=C2)Cl)S,0
11173537,4-methyl-2-[4-(trifluoromethyl)phenyl]benzoic Acid,CC1=CC(=C(C=C1)C(=O)O)C2=CC=C(C=C2)C(F)(F)F,0
14104192,Methyl 4-bromo-3-methylbutanoate,CC(CC(=O)OC)CBr,0
6910786,2-(Benzyloxy)benzaldehyde N-ethylthiosemicarbazone,CCNC(=S)NN=CC1=CC=CC=C1OCC2=CC=CC=C2,0
2103948,"2-chloro-1-[2,5-dimethyl-1-(1,3-thiazol-2-yl)-1H-pyrrol-3-yl]ethan-1-one",CC1=CC(=C(N1C2=NC=CS2)C)C(=O)CCl,0
56842492,"3-(9,10-Ethanoanthracen-9(10H)-yl)prop-2-enal",C1CC2(C3=CC=CC=C3C1C4=CC=CC=C42)C=CC=O,0
6474226,"1,13-Etheno-4,21a-methano-1H-azocino(1',2':1,5)pyrrolo(3,2-e)azac-yclopentadecin-13(13aH)-ol, 2,3,5,6,7,8,11,12,15,16,17,18,20a,21-tetradecahydro-24-(9H-pyrido-(3,4-b)indol-1-yl)-, (1R-(1R*,9Z,13S*,13aR*,20R*,21aR*))-",C1CCN2CCC3C(=CC(CCC=CC1)(C4C3(C2)CC5N4CCCCC=C5)O)C6=NC=CC7=C6NC8=CC=CC=C78,0
16740655,1-(4-methoxyphenyl)-1H-pyrazol-3-amine,COC1=CC=C(C=C1)N2C=CC(=N2)N,0
27575,"2,4,5-Trichlorobenzenesulfonyl chloride",C1=C(C(=CC(=C1Cl)Cl)Cl)S(=O)(=O)Cl,0
59560777,tert-Butyl 3-(chlorosulfonyl)pyrrolidine-1-carboxylate,CC(C)(C)OC(=O)N1CCC(C1)S(=O)(=O)Cl,0
68596363,"(5-Bromo-2-chlorophenyl)-hydrazine, hydrochloride",C1=CC(=C(C=C1Br)NN)Cl.Cl,0
10901350,1-(3-Bromo-2-hydroxy-5-nitrophenyl)ethanone,CC(=O)C1=C(C(=CC(=C1)[N+](=O)[O-])Br)O,0
164623,2-Hydroxy-3-methylpentanoic acid,CCC(C)C(C(=O)O)O,0
10998500,5-[(Tert-butyldimethylsilyl)oxy]pentan-2-ol,CC(CCCO[Si](C)(C)C(C)(C)C)O,0
519840,Methyl thioacetate,CC(=S)OC,0
19633,"6,10-Dimethylundeca-5,9-dien-2-one",CC(=CCCC(=CCCC(=O)C)C)C,0
11831008,"(R)-2-(3,4-dimethoxybenzyl)pyrrolidine",COC1=C(C=C(C=C1)CC2CCCN2)OC,0
641297,Methyl 4-methoxycinnamate,COC1=CC=C(C=C1)C=CC(=O)OC,0
63951,Carmoterol hydrochloride,CC(CC1=CC=C(C=C1)OC)NCC(C2=C3C=CC(=O)NC3=C(C=C2)O)O.Cl,0
2735827,2-Acetamido-5-fluorobenzoic acid,CC(=O)NC1=C(C=C(C=C1)F)C(=O)O,0
131542820,"tert-butyl N-(4-cyano-2-oxocyclopentyl)carbamate, Mixture of diastereomers",CC(C)(C)OC(=O)NC1CC(CC1=O)C#N,0
12227421,3-[Methyl(phenyl)amino]propan-1-ol,CN(CCCO)C1=CC=CC=C1,0
22557721,4-(4-Aminopiperidin-1-yl)benzonitrile,C1CN(CCC1N)C2=CC=C(C=C2)C#N,0
16211221,Barium perchlorate hydrate,O.[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O.[Ba+2],0
165775852,"(2S)-2-amino-3-hydroxy-N,N-dimethylpropanamidehydrochloride",CN(C)C(=O)C(CO)N.Cl,0
136547460,6-{[(9H-fluoren-9-yl)methoxy]carbonyl}-6-azaspiro[3.4]octane-8-carboxylic acid,C1CC2(C1)CN(CC2C(=O)O)C(=O)OCC3C4=CC=CC=C4C5=CC=CC=C35,0
16244384,"1,2,3,4-Tetrahydroquinoline-5-carbonitrile",C1CC2=C(C=CC=C2NC1)C#N,0
747266,"Thiourea, N'-phenyl-N,N-bis(phenylmethyl)-",C1=CC=C(C=C1)CN(CC2=CC=CC=C2)C(=S)NC3=CC=CC=C3,0
132398958,tert-Butyl 2-carbamothioylazetidine-1-carboxylate,CC(C)(C)OC(=O)N1CCC1C(=S)N,0
20087,"2,6-Di-tert-butyl-4-ethylphenol",CCC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,0
564449,1H-Pyrazole-4-carbonitrile,C1=C(C=NN1)C#N,0
12144658,5-tert-Butyl-isophthalic acid monomethyl ester,CC(C)(C)C1=CC(=CC(=C1)C(=O)OC)C(=O)O,0
67922199,3-Phenyl-3-(triazol-1-yl)propanoic acid,C1=CC=C(C=C1)C(CC(=O)O)N2C=CN=N2,0
91972090,Potassium p-Tolyl Sulfate,CC1=CC=C(C=C1)OS(=O)(=O)[O-].[K+],0
13836135,ethyl 3-amino-4-methyl-1H-pyrazole-5-carboxylate,CCOC(=O)C1=C(C(=NN1)N)C,0
132351243,"6,9-Dioxa-2-azaspiro[4.5]decane hydrochloride",C1CNCC12COCCO2.Cl,0
24867522,"(1R,3R,5S,8S,13R)-1-hydroxy-14-(2-hydroxypropan-2-yl)-13-methyl-4,7,10-trioxapentacyclo[6.4.1.19,12.03,5.05,13]tetradecane-6,11-dione;(1R,3R,5S,8S,13R,14R)-1-hydroxy-13-methyl-14-prop-1-en-2-yl-4,7,10-trioxapentacyclo[6.4.1.19,12.03,5.05,13]tetradecane-6,11-dione",CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C.CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O,0
155973533,"4-(Methylamino)butane-1,2-diol hydrochloride",CNCCC(CO)O.Cl,0
99958209,"Methyl 3-chloro-4-fluoro-5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)benzoate",B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=C2F)Cl)C(=O)OC,0
553067,Tris(trimethylsiloxy)ethylene,C[Si](C)(C)OC=C(O[Si](C)(C)C)O[Si](C)(C)C,0
20099721,"4-Amino-4'-methyl[1,1'-biphenyl]-3-carboxylic acid",CC1=CC=C(C=C1)C2=CC(=C(C=C2)N)C(=O)O,0
66005791,cis-3-(Boc-aminomethyl)cyclobutylamine,CC(C)(C)OC(=O)NCC1CC(C1)N,0
51358545,"4-(1-Amino-2,2,2-trifluoroethyl)aniline",C1=CC(=CC=C1C(C(F)(F)F)N)N,0
118193,4-Methylcyclohexanemethanol,CC1CCC(CC1)CO,0
3062442,4-((5-Hydroxypentyl)oxy)benzoic acid,C1=CC(=CC=C1C(=O)O)OCCCCCO,0
595750,4-Methylisophthalic acid,CC1=C(C=C(C=C1)C(=O)O)C(=O)O,0
4431953,"2,2-Diphenyl-N-(2,2,2-trichloro-1-(4-chloroanilino)ethyl)acetamide",C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC(C(Cl)(Cl)Cl)NC3=CC=C(C=C3)Cl,0
137919891,N-(3-aminopropyl)cyclopropanesulfonamide hydrochloride,C1CC1S(=O)(=O)NCCCN.Cl,0
40467031,"2-[1-(2-{4-[1-(4,4-dimethyl-4,5-dihydro-oxazol-2-yl)-1-methyl-ethyl]-phenyl}-ethyl)-piperidin-4-yl]-1-(2-ethoxy-ethyl)-1H-benzoimidazole",CCOCCN1C2=CC=CC=C2N=C1C3CCN(CC3)CCC4=CC=C(C=C4)C(C)(C)C5=NC(CO5)(C)C,0
132351084,"rac-(3R,4R)-1-{[(9H-fluoren-9-yl)methoxy]carbonyl}-4-(1-methyl-1H-imidazol-5-yl)pyrrolidine-3-carboxylic acid, trans",CN1C=NC=C1C2CN(CC2C(=O)O)C(=O)OCC3C4=CC=CC=C4C5=CC=CC=C35,0
566367,Methyl 3-(thiophen-2-yl)propanoate,COC(=O)CCC1=CC=CS1,0
91647499,"1-{3-Amino-8-oxa-4-thia-1,2-diazaspiro[4.5]dec-2-en-1-yl}ethan-1-one",CC(=O)N1C2(CCOCC2)SC(=N1)N,0
5130516,4-(Hexadecyloxy)-3-nitrobenzenesulfonyl fluoride,CCCCCCCCCCCCCCCCOC1=C(C=C(C=C1)S(=O)(=O)F)[N+](=O)[O-],0
56763135,"5-(aminomethyl)-1H-1,2,4-triazol-3-amine hydrochloride",C(C1=NC(=NN1)N)N.Cl,0
2758431,"N-(2,3-dimethoxyphenyl)acetamide",CC(=O)NC1=C(C(=CC=C1)OC)OC,0
3502811,"8-Benzoyl-10-phenyl-11A,11B-dihydro-8H-pyrrolo(3',4':3,4)pyrrolo(2,1-A)phthalazine-9,11(8AH,10H)-dione",C1=CC=C(C=C1)C(=O)C2C3C(C4N2N=CC5=CC=CC=C45)C(=O)N(C3=O)C6=CC=CC=C6,0
71029413,"7-methoxy-3-oxo-2,3-dihydro-1H-indene-1-carboxylic acid",COC1=CC=CC2=C1C(CC2=O)C(=O)O,0
2735745,5-Chloro-2-(isopropylamino)aniline,CC(C)NC1=C(C=C(C=C1)Cl)N,0
4227374,"1-(7-(4-Chlorobenzoyl)pyrrolo(1,2-B)pyridazin-5-YL)ethanone",CC(=O)C1=C2C=CC=NN2C(=C1)C(=O)C3=CC=C(C=C3)Cl,0
146109631,"3,3-Dibromocyclobutane-1-carboxylicacid",C1C(CC1(Br)Br)C(=O)O,0
122164227,3-(Bromomethyl)-1-methanesulfonylazetidine,CS(=O)(=O)N1CC(C1)CBr,0
2763211,2-Bromo-4-hydroxymethylthiazole,C1=C(N=C(S1)Br)CO,0
13765129,"8-Bromo-1,4-dioxaspiro[4.5]decane",C1CC2(CCC1Br)OCCO2,0
6425787,2-bromo-N-phenylaniline,C1=CC=C(C=C1)NC2=CC=CC=C2Br,0
14169572,2-(Pyrimidin-4-yl)acetonitrile,C1=CN=CN=C1CC#N,0
3430,"10-[[5-Methoxy-4-[2-methyl-3-(3-methylbut-2-enyl)oxiran-2-yl]-1-oxaspiro[2.5]octan-6-yl]oxy]-10-oxodeca-2,4,6,8-tetraenoic acid",CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)OC(=O)C=CC=CC=CC=CC(=O)O)OC)C,0
6450331,"(3S,6S,9S,12S,15R,18S,21S,24S,30S,33R)-33-[(E)-1-hydroxy-2-methylhex-4-enyl]-1,4,7,10,12,15,19,25,28,30-decamethyl-6,9,18,24-tetrakis(2-methylpropyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone",CC=CCC(C)C(C1C(=O)NC(C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C)C)O,0
3559619,"5-(3,4-Dimethoxyphenyl)-5-methylimidazolidine-2,4-dione",CC1(C(=O)NC(=O)N1)C2=CC(=C(C=C2)OC)OC,0
165653567,"2-Bromo-5-(2-chloro-1,1,2,2-tetrafluoroethyl)thiophene",C1=C(SC(=C1)Br)C(C(F)(F)Cl)(F)F,0
4737030,"2,4,5-trimethyl-2,3-dihydro-1H-pyrazol-3-imine",CC1=C(N(N=C1C)C)N,0
165793628,"5-Chloro-[1,3]oxazolo[4,5-b]pyridin-2-amine",C1=CC(=NC2=C1OC(=N2)N)Cl,0
75365890,"1-Bromo-2,4-difluoro-3-nitrobenzene",C1=CC(=C(C(=C1F)[N+](=O)[O-])F)Br,0
86706044,4-Fluorobicyclo[2.2.2]octan-1-amine hydrochloride,C1CC2(CCC1(CC2)N)F.Cl,0
78867,5-Aminoindole,C1=CC2=C(C=CN2)C=C1N,0
29060602,1-isopropyl-4-methyl-1H-pyrazol-5-amine,CC1=C(N(N=C1)C(C)C)N,0
2969264,"3-Methylimidazo[1,5-a]pyridine",CC1=NC=C2N1C=CC=C2,0
138985257,But-2-enedioic acid;propan-2-yl 2-[[1-(6-aminopurin-9-yl)propan-2-yloxymethyl-phenoxyphosphoryl]amino]propanoate,CC(C)OC(=O)C(C)NP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OC3=CC=CC=C3.CC(C)OC(=O)C(C)NP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OC3=CC=CC=C3.C(=CC(=O)O)C(=O)O,0
102601284,Yttrium methacrylate,CC(=C)C(=O)O.CC(=C)C(=O)O.CC(=C)C(=O)O.[Y],0
10491120,"ethyl 4-chloro-1-ethyl-1H-pyrazolo[3,4-b]pyridine-5-carboxylate",CCN1C2=NC=C(C(=C2C=N1)Cl)C(=O)OCC,0
132300898,"4,4-Dimethyl-3-phenylpiperidine hydrochloride",CC1(CCNCC1C2=CC=CC=C2)C.Cl,0
44151190,Disodium hexachloroosmate,[Na+].[Na+].Cl[Os-2](Cl)(Cl)(Cl)(Cl)Cl,0
105427128,2-Fluorocyclobutane-1-carboxylic acid,C1CC(C1C(=O)O)F,0
6419966,"(3S,5S,6S,7R,8S,9R,12R,13R,14S,15R)-6-[4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-hydroxy-8-(5-hydroxy-4-methoxy-6-methyloxan-2-yl)oxy-5,7,9,12,13,15-hexamethyl-1,11-dioxaspiro[2.13]hexadecane-10,16-dione;phosphoric acid",CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)O)OC)C)C)C)O)C)C)O)N(C)C.OP(=O)(O)O,0
2769567,5-Bromo-2-chloroanisole,COC1=C(C=CC(=C1)Br)Cl,0
18712666,4-Ethyl-1-methylpyrrolidin-3-amine,CCC1CN(CC1N)C,0
122163904,"2-Cyclopropyl-1,3-thiazole-5-sulfonyl chloride",C1CC1C2=NC=C(S2)S(=O)(=O)Cl,0
10240805,"2,5-Dimethylpyridin-3-ol",CC1=CC(=C(N=C1)C)O,0
5236567,"(9H-Fluoren-9-yl)methyl 1H-benzo[d][1,2,3]triazol-1-yl carbonate",C1=CC=C2C(=C1)C(C3=CC=CC=C32)COC(=O)ON4C5=CC=CC=C5N=N4,0
643570,Methyl (S)-(+)-mandelate,COC(=O)C(C1=CC=CC=C1)O,0
19889071,"3-(tert-Butyl)benzene-1,2-diamine",CC(C)(C)C1=C(C(=CC=C1)N)N,0
2735081,"Benzothiazolium, 3-methyl-, iodide (1:1)",C[N+]1=CSC2=CC=CC=C21.[I-],0
82418624,3-cyclopropyl-1H-pyrazole-4-carbaldehyde,C1CC1C2=C(C=NN2)C=O,0
70655165,"8-bromo-3,4-dihydrobenzo[f][1,4]oxazepin-5(2H)-one",C1COC2=C(C=CC(=C2)Br)C(=O)N1,0
6878504,"4-((4-Chlorobenzylidene)amino)-5-(3-ethoxyphenyl)-4H-1,2,4-triazole-3-thiol",CCOC1=CC=CC(=C1)C2=NNC(=S)N2N=CC3=CC=C(C=C3)Cl,0
90732,4-Dimethylamino-3-methyl-2-butanone,CC(CN(C)C)C(=O)C,0
10204,Epitestosterone,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,0
119031099,"{3-methyl-3H-imidazo[4,5-c]pyridin-2-yl}methanamine dihydrochloride",CN1C2=C(C=CN=C2)N=C1CN.Cl.Cl,0
56777520,3-Ethynyloxetan-3-ol,C#CC1(COC1)O,0
13517889,2-(Boc-amino)-3-buten-1-ol,CC(C)(C)OC(=O)NC(CO)C=C,0
10608925,5-Bromo-2-chlorobenzaldehyde,C1=CC(=C(C=C1Br)C=O)Cl,0
54557784,(2e)-4-Methoxybut-2-enoic acid,COCC=CC(=O)O,0
2773669,6-Chloro-2-fluoro-3-methylbenzoic acid,CC1=C(C(=C(C=C1)Cl)C(=O)O)F,0
53421774,"Ethyl 7-chloro-1-ethyl-6-fluoro-4-oxo-1,4-dihydroquinoline-5-carboxylate",CCN1C=CC(=O)C2=C(C(=C(C=C21)Cl)F)C(=O)OCC,0
449440,Cyclomethyltryptophan,C1C(NCC2=C1C3=CC=CC=C3N2)C(=O)O,0
13606,Phenyl isocyanide,[C-]#[N+]C1=CC=CC=C1,0
17854175,"1,1-dioxo-3,4-dihydro-2H-1lambda6-benzothiopyran-4-carboxylic acid",C1CS(=O)(=O)C2=CC=CC=C2C1C(=O)O,0
179215,"1,4-Dimethyl-1,2,4-triazolidine-3,5-dione",CN1C(=O)NN(C1=O)C,0
687329,2-(2-Nitrovinyl)thiophene,C1=CSC(=C1)C=C[N+](=O)[O-],0
11758,N-Nitrosodiisopropylamine,CC(C)N(C(C)C)N=O,0
21706752,4-(hydroxymethyl)Benzenesulfonyl chloride,C1=CC(=CC=C1CO)S(=O)(=O)Cl,0
10725749,Methyl 5-acetyl-1H-pyrrole-2-carboxylate,CC(=O)C1=CC=C(N1)C(=O)OC,0
312096,1-(3-Bromophenyl)imidazole,C1=CC(=CC(=C1)Br)N2C=CN=C2,0
139593331,3-(Pyrrolidin-3-yl)benzonitrile hydrochloride,C1CNCC1C2=CC=CC(=C2)C#N.Cl,0
667619,1-[3-Chloro-5-(trifluoromethyl)pyridin-2-yl]piperazine,C1CN(CCN1)C2=C(C=C(C=N2)C(F)(F)F)Cl,0
145913056,Ethyl 3-fluoro-3-(iodomethyl)cyclobutane-1-carboxylate,CCOC(=O)C1CC(C1)(CI)F,0
715358,N1-(4-fluorophenyl)-2-mercaptoacetamide,C1=CC(=CC=C1NC(=O)CS)F,0
17928041,1H-pyrazole-3-sulfonamide,C1=C(NN=C1)S(=O)(=O)N,0
67315068,"3,5-Dimethylpiperidin-4-ol hydrochloride",CC1CNCC(C1O)C.Cl,0
140853,2-Isothiocyanatoheptane,CCCCCC(C)N=C=S,0
71431716,"3H-Pyrazol-3-one, 4-amino-1,2-dihydro-1,5-dimethyl-2-phenyl-, phosphate (1:1)",CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N.OP(=O)(O)O,0
6372856,"(Z)-1-[4-(2-Chloroethoxyphenyl]-1,2-diphenyl-1-butene",CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCCl)C3=CC=CC=C3,0
3691574,7-Bromo-2-tetralone,C1CC2=C(CC1=O)C=C(C=C2)Br,0
34174823,CID 34174823,CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=COC(=O)C=C5)O)C)O,0
33726674,6-Chloro-2-methyl-3-(trifluoromethyl)pyridine,CC1=C(C=CC(=N1)Cl)C(F)(F)F,0
15283522,Ethyl 3-ethylpentanoate,CCC(CC)CC(=O)OCC,0
44119262,(1H-Indazol-7-YL)methanol,C1=CC2=C(C(=C1)CO)NN=C2,0
126960628,(3-Buten-1-YL)triphenylphosphonium bromide,C=CCC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.Br,0
10286015,"Diethyl 2-propyl-1H-imidazole-4,5-dicarboxylate",CCCC1=NC(=C(N1)C(=O)OCC)C(=O)OCC,0
44119098,3-[2-(Boc-Amino)Ethyl]Azetidine Hydrochloride,CC(C)(C)OC(=O)NCCC1CNC1.Cl,0
12242177,"Ethyl 4-(4-benzyloxyphenyl)-2,4-dioxobutanoate",CCOC(=O)C(=O)CC(=O)C1=CC=C(C=C1)OCC2=CC=CC=C2,0
51346169,Jujuboside A,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C5CCC6C7C(CC(OC78CC6(C5(CCC4C3(C)C)C)CO8)C=C(C)C)(C)O)C)O)OC9C(C(C(C(O9)COC1C(C(C(C(O1)CO)O)O)O)O)O)OC1C(C(C(CO1)O)O)O)O)O)O,0
1501909,4-Chloro-3-nitrophenylacetic acid,C1=CC(=C(C=C1CC(=O)O)[N+](=O)[O-])Cl,0
57665252,"3-tert-butyl-2,3-dihydro-1H-indole",CC(C)(C)C1CNC2=CC=CC=C12,0
22019307,2-Methoxymorpholine,COC1CNCCO1,0
15079262,Isoxazol-3-ylmethanamine,C1=CON=C1CN,0
4076495,"alpha-(2,5-Dimethoxyphenylimino)-O-cresol",COC1=CC(=C(C=C1)OC)N=CC2=CC=CC=C2O,0
86117439,4-Hydroxy-3-methoxybenzene-1-sulfonyl fluoride,COC1=C(C=CC(=C1)S(=O)(=O)F)O,0
73425542,3-Methylenecyclobutan-1-amine hydrochloride,C=C1CC(C1)N.Cl,0
1516761,"N-benzyl-2-{[4-(4-methoxyphenyl)-5-(phenoxymethyl)-4H-1,2,4-triazol-3-yl]sulfanyl}acetamide",COC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NCC3=CC=CC=C3)COC4=CC=CC=C4,0
145866937,Tert-butyl4-amino-2-azabicyclo[3.1.0]hexane-2-carboxylate,CC(C)(C)OC(=O)N1CC(C2C1C2)N,0
13537426,"2-(chloromethyl)-N,N-dimethylaniline hydrochloride",CN(C)C1=CC=CC=C1CCl.Cl,0
442076,CID 442076,CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)CO)C,0
181636,"Methyl 2-oxo-1,2-dihydroquinoline-4-carboxylate",COC(=O)C1=CC(=O)NC2=CC=CC=C21,0
13104924,4-[(Methylamino)methyl]phenol,CNCC1=CC=C(C=C1)O,0
151402,Sodium carbonate decahydrate,C(=O)([O-])[O-].O.O.O.O.O.O.O.O.O.O.[Na+].[Na+],0
155970469,1-(fluorosulfonyl)-1H-pyrazole-3-carboxylic acid,C1=CN(N=C1C(=O)O)S(=O)(=O)F,0
21581473,"diethyl (1S,17S)-17-ethyl-21-oxa-3,13-diazapentacyclo[11.8.0.01,17.02,10.04,9]henicosa-2(10),4,6,8-tetraene-19,19-dicarboxylate",CCC12CCCN3C1(C4=C(CC3)C5=CC=CC=C5N4)OCC(C2)(C(=O)OCC)C(=O)OCC,0
22152352,"(2-methyl-2,3-dihydro-1H-inden-2-yl)methanamine hydrochloride",CC1(CC2=CC=CC=C2C1)CN.Cl,0
22478411,"Sodium;1,3-dihydrobenzimidazole-2-thione",C1=CC=C2C(=C1)NC(=S)N2.[Na+],0
18177723,"3,5-Dimethylisonicotinonitrile",CC1=CN=CC(=C1C#N)C,0
11722,Methyl Carbamate,COC(=O)N,0
17750741,3'-Chloro-5'-(trifluoromethoxy)acetophenone,CC(=O)C1=CC(=CC(=C1)Cl)OC(F)(F)F,0
121553792,1-(Pyridin-4-yl)pyrrolidine-3-carboxylic acid hydrochloride,C1CN(CC1C(=O)O)C2=CC=NC=C2.Cl,0
16650,"Silane, (chloromethyl)diethoxymethyl-",CCO[Si](C)(CCl)OCC,0
42614307,"4-((2,2-Diphenylhydrazono)methyl)-N,N-di-p-tolylaniline",CC1=CC=C(C=C1)N(C2=CC=C(C=C2)C)C3=CC=C(C=C3)C=NN(C4=CC=CC=C4)C5=CC=CC=C5,0
57733616,3-Methoxy-4-[(trifluoromethyl)sulfanyl]aniline,COC1=C(C=CC(=C1)N)SC(F)(F)F,0
85398,7-Methylindan-4-ol,CC1=C2CCCC2=C(C=C1)O,0
65584104,"5-Cyclopropyl-1,3-oxazolidin-2-one",C1CC1C2CNC(=O)O2,0
66368320,3-Phenoxycyclobutan-1-ol,C1C(CC1OC2=CC=CC=C2)O,0
75481623,"Tert-butyl 4-(3-hydroxypropyl)-1,4-diazepane-1-carboxylate",CC(C)(C)OC(=O)N1CCCN(CC1)CCCO,0
7015521,Ethyl 2-aminoisonicotinate,CCOC(=O)C1=CC(=NC=C1)N,0
87067,"2,2-Dimethylsuccinic anhydride",CC1(CC(=O)OC1=O)C,0
12211864,2-Bromoaniline Hydrochloride,C1=CC=C(C(=C1)N)Br.Cl,0
1085177,2-Hydroxy-7-methoxyquinoline-4-carboxylic acid,COC1=CC2=C(C=C1)C(=CC(=O)N2)C(=O)O,0
10377658,Tert-butyl 4-(2-methoxy-2-oxoethylidene)piperidine-1-carboxylate,CC(C)(C)OC(=O)N1CCC(=CC(=O)OC)CC1,0
11814077,"Dichlorobis[(2,6-diisopropylphenyl)imido](1,2-dimethoxyethane)molybdenum(VI)",CC(C)C1=C(C(=CC=C1)C(C)C)N=[Mo](=NC2=C(C=CC=C2C(C)C)C(C)C)(Cl)Cl.COCCOC,0
154703845,CID 154703845,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(C=O)N)O)O)O)O)O.Cl,0
55277849,2-(Tert-butoxy)-5-chloropyrazine,CC(C)(C)OC1=CN=C(C=N1)Cl,0
103603748,Methyl3-[2-(dimethylamino)acetamido]propanoate,CN(C)CC(=O)NCCC(=O)OC,0
11126398,(2Z)-3-(diethylamino)-2-fluoroprop-2-enal,CCN(CC)C=C(C=O)F,0
18428521,6-Methyl-4-(trifluoromethyl)pyridin-2-amine,CC1=CC(=CC(=N1)N)C(F)(F)F,0
13570061,"(1R,4R)-Bicyclo[2.2.2]octane-2,5-dione",C1CC2CC(=O)C1CC2=O,0
18517276,4-Ethoxy-3-fluorophenol,CCOC1=C(C=C(C=C1)O)F,0
11310432,Tert-butyl 4-amino-4-methylpiperidine-1-carboxylate,CC1(CCN(CC1)C(=O)OC(C)(C)C)N,0
12279,"1,3,5-Tribromobenzene",C1=C(C=C(C=C1Br)Br)Br,0
3034745,T2 Tetraol,CC1=CC2C(CC1O)(C3(C(C(C(C34CO4)O2)O)O)C)CO,0
